"","GSM180626","GSM180627","GSM180628","GSM180629","GSM180630","GSM180631","GSM180632","GSM180633","GSM180634","GSM180635","GSM180636","GSM180637","GSM180638","GSM180639","GSM180640","GSM180641","GSM180642","GSM180643","GSM180644","GSM180645","GSM180646","GSM180647","GSM180648","GSM180649","GSM180650","GSM180651","GSM180652","GSM180653","GSM180654","GSM180655","GSM180656","GSM180657","GSM180658","GSM180659","GSM180660","GSM180661","GSM180662","GSM180663","GSM180664","GSM180665","GSM180666","GSM180667","GSM180668"
"HTR3A",5.41010519809241,5.52925413717934,5.41220228627121,4.96901904561576,5.38824590077914,5.54224593917732,5.23360456205054,6.08098381335944,5.24698884487505,5.3589253312795,5.48836113555542,5.45941209034076,11.7905627192509,6.5195529656374,5.87733570803765,8.34892732123098,7.43748143454208,5.2811751373172,6.2683138923111,5.41611942868747,5.5918359972214,6.04227347265808,6.23754696758879,5.85883824090472,7.75899037030034,5.66794089120516,8.99503910091558,6.10503309035564,5.48425630437694,5.45032819023045,6.38999224083881,5.1015933184319,5.28904029656395,5.40305776619679,5.24475910971271,5.28811179505787,5.27389772473954,5.38749196447519,5.18601933046977,5.32557190345055,6.32688539381367,5.74756154127305,7.26526343443868
"IL1RN",6.51445660273659,6.92435584382426,6.80037977816679,6.09763691942987,6.93142983593592,6.87346237007359,6.96127386814735,7.12278178309522,6.52065148653499,6.58301283967988,7.13896606888695,10.5801449113144,7.83737830478179,6.97598428135806,7.36660097316435,7.92797388555047,8.42056755032328,7.96247991889843,7.09452108355181,6.90142328910813,7.08309688941501,7.67010550700529,7.61868531745552,7.86334257523058,7.19168013496397,7.78124065630006,7.29827490966582,7.07925543990225,6.93330266850318,7.50223264472085,7.43172828491184,6.33432602230532,6.57200343169773,6.76195187198453,6.72795968721109,7.0078284708459,6.6017877778675,6.69250531684362,6.37402355873292,7.15374934154561,7.20383635761941,6.38325390868401,6.98924427935057
"ISG20",6.59926981007284,6.78640979308161,6.94292504587455,6.49161663102389,7.23272734557274,6.84629276591909,6.9083831717846,7.45315165479276,6.49942430838495,6.58333577229914,6.98802860690383,8.01253993177284,8.23091276905653,7.85224364936768,7.99461581030534,9.48199924058152,8.40629175730844,7.13926417803602,7.29079230480835,6.68915523378691,7.00839025779131,7.45345773752522,7.51548734752017,7.913176101821,7.61661287194374,6.94240117246354,7.26360355296006,7.61179709629124,7.05042530690117,6.85175162452241,8.97485811901226,6.73858376860797,6.75891987009531,7.11841964700507,6.38221432762327,7.42295189367738,7.01823851296478,6.73020085597697,6.81928340683166,7.21065348619338,7.603581410782,6.69105310236527,6.82963388831185
"KRT5",6.76701224705406,7.2679687658348,7.16093681191853,6.53245430684739,7.22818236496403,7.19003846554111,7.19551026552816,7.12143459019013,6.88643046079954,7.07731917537446,7.06572411286939,10.8001649518416,7.38919640679759,10.8148296080502,7.29969994330768,7.07912421971024,7.53577378617803,9.79124358370877,7.04750872316566,7.15755520663309,7.482094280764,8.34146614400237,8.17724027317776,7.42650202439431,8.72230785183314,9.82342375853163,8.99413569230512,7.81682865071834,7.01225762126019,7.35761153263,6.88529170769087,6.88542269252447,6.91860079375925,7.36649500743431,7.48351783136332,7.13204195842427,7.02564330005792,7.03725513918456,6.8778873560849,7.99748830330962,7.88580654456443,7.09248315422959,7.43392960676698
"LAD1",7.89059508064358,8.18824691881808,8.15317305884678,8.03988235064323,8.12479056919145,8.43917165290365,8.17348318030911,8.19622830980243,8.12662334222063,8.05445818682146,8.79534777323184,9.6437215033167,9.08071893768731,9.13476957489043,8.54035376145106,9.16811020435642,8.71820070329048,9.45839004452121,8.8805032975265,8.0633517281656,8.34750765742446,8.7712732220521,8.95592443008822,8.2991977422599,8.98209404284055,8.78471026370756,8.21033055148962,8.49826800047399,7.92004671967866,8.57203844146603,8.39782119797667,7.58713155775631,7.89042294408235,8.33340755865522,8.55954676505568,8.57796188855089,7.99108235315269,7.97017370591108,7.76453869578038,8.78952718037895,8.73560702712164,7.84276794899285,8.58480689715939
"LAMC2",5.08978338089229,5.61074051044715,5.43793711793581,5.31683812340286,5.59030721738271,5.90567138803822,5.90668233928791,5.71523113664794,6.13015500536535,5.58385890039295,6.45094746840858,8.47546029845585,7.16959600980978,6.06125464295395,6.03696802756161,6.58698800696926,7.93132615675582,6.70572264535068,6.42452024122302,5.44905701536133,5.59310993045808,6.04713038391042,6.22175552006435,5.34769903396954,6.58254758123707,6.6544659242237,5.6711492835538,5.72375713017398,5.48016452484862,5.53425206962632,6.44707159599572,5.04005290346228,5.14509424092083,5.67118019828748,6.35312925097391,5.44599175131228,5.52836484539389,5.43677148598683,5.49369619482182,6.17804864256195,7.10637293235732,5.6657952224047,8.63808436808223
"LHCGR",4.82741575742135,4.150228380327,4.57855698770326,5.4115045778696,6.75790250809897,4.99897655628967,5.2594870162883,5.94846002905949,4.80761838322447,5.38594232036733,4.34257720511072,4.03152162518494,4.58097188085494,4.64766107218186,3.92407718520917,4.77948044363001,4.40800858207916,4.19121912869634,4.39369860480888,4.99724084443722,4.79914549227347,4.34547982880777,4.27120670400937,4.42846298655718,4.35289769943042,3.96227529437104,5.66949292036638,4.19011143422246,4.31847466319829,4.39798085850754,3.80756395527145,5.62022371499124,4.80707515455296,4.41719386959519,4.31426190890467,4.05318413008348,4.38067113771944,5.26116328414473,4.34307680781803,4.63436534691549,4.27360184389156,4.83348017509464,5.14304510637925
"RHOH",4.75024452963172,4.9476787655467,5.18904062671464,4.62055365637646,4.80303375562492,4.78347584998811,4.81661434748873,5.13572807148394,4.56806131699469,4.9174282456862,5.22998891201703,8.17151428185042,4.96381471937268,4.95670135906391,5.98238722833269,5.53811131973537,5.66007203076272,4.89900051929618,5.18669090391851,4.82503028331047,4.94998122242608,5.47562550486896,5.52039795212196,6.58946264856628,5.67825138648939,5.14223827629219,5.59141490835457,5.93541672240626,5.15587329138451,4.6893793117663,6.18902545380702,4.61491799222524,4.91155064194231,4.97457943874281,4.64327572206226,4.98775003290052,4.80780439459888,4.85456153030341,4.61345700816602,4.45511412510585,4.93348655237816,4.89997162993549,4.71417964470342
"MYBL2",5.3360501010439,5.59794181243041,5.43397642105548,5.11509121513061,5.39563620147706,5.7343165022587,5.74817852200068,5.65555247718675,5.19192967132258,5.15177369123141,6.60283703448164,5.97242611812797,9.88594448610101,8.05637484813309,6.17962217763012,6.80063877723162,6.99395655903232,7.64202375478779,5.49231017525795,5.50284749674393,5.32134705940538,5.62022209568846,6.25165583903231,6.40443139880071,5.74092350043519,5.71467957057392,5.4543595781612,6.66082454443459,5.69015488902748,5.76106165713274,7.71545776914796,5.49981092773483,5.22916519690453,5.61393524876738,5.889107276113,5.79728769118564,5.55085428070498,5.46922883410062,5.63053766490796,5.39366258228309,5.55980739397446,5.66789490648208,5.52422901408555
"ATP1B2",6.61209263439049,7.30875411196115,6.91907741132481,6.51123094048809,6.22026621899644,6.60333064259334,6.33824962300031,6.89745799365053,5.91936737501049,6.5283386779592,7.20116052576783,5.85781820527659,4.91396830806988,5.65061281055771,6.18278081621247,5.59273658316703,6.1404950231405,5.97767518945025,6.26966304832958,6.59575404340564,7.41288752469058,5.95451581795154,5.74411309406821,5.96686621874952,5.83711968578908,6.09127079286514,5.77285974598074,6.05548767874986,7.13380490202909,6.95559652754681,5.53618072340456,6.12449643292035,7.0355171747795,6.45126556404535,5.86803187685816,6.90698048755545,6.93265315806916,6.97668794352552,6.67950424373568,6.30239253047595,6.16848468255277,6.72448098665636,5.83828236906081
"TNFRSF11B",3.12561612676156,3.20683249728964,2.98622985665175,3.20212612116859,3.17009395089509,3.11320318505212,2.98381609168451,3.27360351310921,3.80444980736735,3.26737069549933,3.24765343205174,3.19668494608144,5.0039494875675,5.12151952966843,3.38638705141593,3.81031027284733,4.64032207988609,3.10381191713917,3.5979458469234,3.20758248791448,3.1604054864362,3.97130311480608,3.51625056476659,3.36204109521975,4.9400765607578,4.88964948481189,3.27105935028749,3.31009726534257,2.87636925824386,2.99013991528555,3.15315623741546,3.25267676064288,3.16261032933107,3.38695514694714,3.23041296332724,3.29411938614612,3.0329582113123,3.0405261739471,3.0996720611936,4.10306783075764,3.82840257041912,3.25003384495355,3.85659966406102
"OVGP1",5.82968788695213,6.01806166379237,6.13852028748555,10.5316624454568,10.0869588000303,11.5109918798048,11.1812097937064,6.3966684404566,11.3008488546461,10.4915482541103,5.35570726835916,5.74803672224217,5.53622829345568,5.78909206699999,5.86630345024032,5.82218476372268,5.99776626794243,6.15437099501926,6.17034121524344,6.06167456446377,6.14389458513546,5.75652342113337,6.53241626706596,7.76420318668898,6.80320025416339,5.75413960721792,6.76715204220665,5.5519719472677,6.14330944399635,8.6038470820288,5.09905875275705,5.64798144815235,6.05632801790072,6.86344738771821,6.32658811764319,5.82594720024458,6.17376304112236,6.24950456741774,5.84658073097329,6.22298629079496,6.03001625822115,6.17038099289868,5.51253792786925
"PALM",8.66852321261647,8.989800650681,8.93352163351482,8.90543628447487,8.86823637033929,9.08988848842219,8.9258257071144,9.17948392461261,8.55886352068275,8.65457808095259,8.21963452633064,7.79467084342316,7.74268808050925,7.98405783494855,8.26174455031217,7.59278959103022,8.27992720129421,8.87341216801232,8.09472184140342,8.60874198554169,9.13943995728416,8.21624641938523,8.39897116739858,8.15547233091116,7.98209596957973,8.50075663917621,8.1627346161753,8.18506133682273,9.06010846396885,8.44301879463885,8.13776970208816,8.52835555764952,8.73614653610079,8.57521802237179,7.85919557013045,8.73948595626323,8.9143852510596,8.94544950633501,8.62753721239488,8.80664848779482,7.79667280088834,8.09796368275164,7.94683960276555
"PCDH9",6.35780223009084,5.77316460891153,6.09525639890183,5.97376596965826,5.53721146223378,6.13480884691988,6.17953288924754,5.59806754503634,5.19604981463472,6.38767046326638,5.4419997412007,5.1875542528802,5.37260445101966,5.25099107018691,5.31899475493114,5.41840995674713,5.23128209365098,5.12901025815964,5.26136089204781,6.59372261612013,6.13451081855145,5.70250905318895,5.97012766250516,5.48690026375127,5.02238004069579,5.83514802919426,6.21362099733572,6.01926717796135,6.09255376788323,5.92012645809782,4.86979317003482,5.53525613505944,5.72042382004451,5.47150374781097,5.56772527416407,6.40242820882665,6.53901900035816,6.1199118941081,6.00777674560174,5.63697479428964,5.12215589998216,5.46689150254563,5.16144271979146
"PCK1",4.36737282709305,4.17255810543027,4.32198783432715,3.87175107530001,4.60371831757236,4.67808072116678,4.7980880740905,5.7972562952895,4.67773363751558,4.31780954908903,5.89186080752025,4.30809743170008,4.45081980906173,7.02307649023925,7.98789279230391,9.23160698384657,5.20512237154181,5.99413518945641,4.769604788272,4.36712708844131,4.32047708226257,4.84987885570175,4.7382008751589,4.2994039424359,4.75661874788877,7.1115044458857,5.74232360474108,4.14254989351334,4.25691760410146,4.52535168491629,8.58560578240603,5.06892991309053,4.24813760003334,4.91828641018146,4.54723361187782,5.04976119459136,4.4118470782658,4.41392734110878,4.46938335004788,6.64512540520503,7.23328300031591,4.73606561366426,4.76697370556113
"PCK2",5.83896507426322,6.05731197039931,5.86059031601077,5.85327266703447,5.95317925632697,6.16265406992667,6.30398230058872,6.23124896288134,5.97567290337939,5.98432734161535,6.65265433706282,6.54935493501754,7.5358265158284,7.80219485116321,6.32799466468164,7.474137272718,6.59408114860368,6.75718261596473,6.64302268906988,5.90921022504372,6.12467466829782,7.1672676741745,6.52804118886967,7.1364983973615,6.82668363921734,6.58855847959293,6.56592557411403,6.44240826395562,6.1065060374294,6.32310067999997,7.02421977701007,6.13671715989207,5.90199075858336,6.36524445203894,6.46490723612979,6.28426921191226,5.88270642418664,5.92217661091095,5.90084428183116,5.98450710503421,7.08457428332733,5.77388908151916,6.10604978178939
"PDGFA",6.67817668597352,6.13260088637331,6.28751107638838,6.41659637520359,6.01459246715446,6.13160594278571,6.42783602553933,6.21114143320253,6.55435671902576,6.35329497347343,6.26114090736939,7.39248884587463,5.97253967116594,7.5059737431552,6.91732925809199,6.86819807375992,6.68721434920241,7.01410112660993,7.72281308705416,5.79168313731497,5.89274457493442,6.82200236619143,6.17368581565737,6.51749583529935,6.5583701711024,6.76569208910718,6.68917921948257,6.97705998597171,5.96473452495394,6.5537853049782,6.15659287901411,6.16904493291381,6.39736906979481,6.12605297048603,7.70660128248423,7.4381768894635,6.31554624516413,6.10944062267331,6.26453936386864,6.36658706097862,7.00588771725381,5.70828632314625,7.70289032084883
"PLAUR",7.38573926504607,7.65883355328998,7.47506793042516,7.57868086718305,7.38151759085261,7.56935233469918,7.54466145458109,8.00896219254734,7.46251485983505,7.47126240317969,8.14060043511933,9.47764617783146,8.34743741482177,7.81170236217424,8.29151490103987,7.82735761743345,8.90064327322168,8.14011236063645,7.61616259647507,7.51177374314187,7.67131474623714,8.1207942396947,8.20839136755084,8.8750124829818,7.6795445411775,8.64661730565484,7.97106955194625,7.99142119075614,7.73505295038369,7.52010902347911,8.50956187330494,7.61362745852723,7.22927472729292,7.67997336543406,7.20094907958906,7.3817387820868,7.41391933859653,7.58039394160975,7.41047600154699,8.02255314933976,7.86091859940808,6.98520108666526,8.25426926011705
"BCL11A",4.8155373803081,5.0579381336953,5.07490460174102,4.99267392866228,5.14236309921364,5.42019248068259,5.21272958737626,5.78185480968968,5.36689985741179,5.3553731114597,6.39327808304367,5.60385358154234,5.91389738458671,4.84693129210704,5.56190916049813,7.44638997947042,5.9355046337274,4.88844120139601,6.61535577256227,5.02899093726147,4.993098347373,5.55517569847668,6.08989128499768,5.19658536831263,5.55631308677189,5.04315671980508,5.32758926501822,5.67674132725782,5.23160551739512,6.07276373136646,5.41260969076812,4.89805073926575,4.58620052614619,5.1595810639148,6.04606232262811,5.32353632404779,4.8893991527941,5.00833038625733,4.93237803393745,5.57734526872668,5.55179285749276,5.14329647183987,5.69393833874646
"PLEK",4.26486727704876,4.85901477443291,4.56799184346499,4.07730311722807,4.45612748732599,4.48031101065003,4.23714344973059,4.96086355460902,4.47620516317354,4.42835889076352,5.46085888158251,7.50960737577234,6.44502066547694,4.54494588667234,5.43841306111774,5.85860675849802,6.28953411078299,5.06314539262504,4.69919015065769,4.55285414693838,4.92488084010606,5.12721271842189,5.72731731222891,6.87865603136134,5.61959684790321,5.33230257958713,5.6590135698305,5.84727212084621,4.90397493457498,4.64185890838266,7.06021374017123,4.7475924984449,4.57548000436492,5.2485930138909,4.84266272194452,4.61760928852353,4.30924384491866,4.43299221850922,4.12989984735254,4.89021293900562,5.04273027599355,4.68249911714743,4.6830250325624
"PPARG",5.17829613433977,5.30457868980093,4.40180452438937,5.4921030220784,5.4788622793856,5.24664076291421,5.01595342905604,5.54881528968935,4.62330287764062,6.0001760850611,4.24916049891381,4.44563678800995,4.67055548013882,4.26269774073625,4.4999628070931,5.11005680512091,4.21606050115793,5.59867932720445,4.22168740346642,4.97125579223684,4.63169236093705,4.40204886384093,4.38784413820426,5.42274376842023,4.39034372058364,4.80071123692021,4.73145900802135,4.29777124694522,4.83856100752518,4.80555746971848,4.45898563879176,6.186444482387,5.48983029794241,4.88936342795009,4.01780590728821,4.45931724779541,4.94775695785656,4.71361061591002,5.06581700986168,5.1422527893378,4.36198628048308,5.37912556707402,4.58469030486092
"MAPK13",5.38779594249971,6.01902053634514,5.58982553767853,5.38900949139775,6.13064527727908,6.15778275125814,6.06511224088816,6.59978352002722,6.13349772808628,5.97919752333427,6.48045293666216,6.96324308896366,7.12388468738798,7.21120534186811,6.46650538412918,7.60402193784597,6.80454709446367,6.95248450301577,6.15349496076694,5.76728079371497,6.25370282662331,7.00160230470355,6.66362318012104,6.94867765622475,6.79315244497973,6.76445237737508,6.80570930127187,6.20902811994753,6.11163906828779,6.63020970867949,6.31028839826697,5.41194950236896,5.64416216710996,6.15817187431076,5.87541196870673,6.12271938408246,5.81389193026369,5.84150741208437,5.58918728643399,6.27583002282474,6.81253575502525,5.93320908593466,6.14679494386202
"PRSS2",5.44434932854523,5.48509948002447,5.30307922560758,4.99454723742639,5.57258639133794,5.55227455800357,5.67733840397005,5.93360887466757,4.73524702102177,5.07299400025078,6.41614762339065,5.50980329959372,6.46041056189551,5.79934530079148,7.30622310837996,6.31376969038143,6.33937455082781,5.60783385413336,5.44240915810775,5.42880619067477,5.64318029152239,5.89183672841031,6.05592834535292,5.80570232431094,7.21842678236989,5.78758240425758,6.13771569960623,6.370890884737,5.51128455826895,5.86246857616964,7.67299437396244,5.44023804989776,5.60886302156512,5.41946120231466,6.21122976329203,5.80895711623533,5.61317687229453,5.40988777954302,5.39100314046381,5.56487905451739,6.17373341897879,5.34061854724111,5.26575687393011
"PTPN3",6.5908278481683,6.53157544829004,6.39272667999695,6.84189176786099,6.90173749992336,7.0588853282981,6.94543062264503,6.93388770451324,6.92735972470489,6.67932614552795,6.91788207084948,8.73823872143194,7.11382053613254,7.86380190252874,7.22912408068315,7.7944734074022,7.13815570023925,7.54858121368485,7.66948265825482,6.47276126394299,6.64857697745666,7.60847856882616,6.99795882140372,6.67653914307797,7.07275770107604,7.28085834618908,7.0489396572057,6.91243197973752,6.47231851860968,7.01385957459198,7.20070727005456,6.37555043285696,6.49116073397599,6.71382983749908,7.0802447339842,6.73652730896014,6.52891233051993,6.36588066022837,6.50772255526311,7.07431322936575,7.24939121799206,6.35841190647402,7.45519961144222
"RB1",4.8137748034805,4.0541087891001,3.85335776868198,4.32771466548844,3.79813896774772,3.83995678770963,3.80690777627901,3.71198863512591,5.60869619336752,4.0758773556029,4.37711826548086,5.13665318719124,6.09161442185479,3.84229851939828,4.18162856270586,4.56760198644647,5.53966800035225,4.93428745060508,5.06522997580065,4.55533337786599,4.41155000914921,4.91835852054135,4.17835122074286,4.46433802200311,4.17231481375449,5.51353547296705,4.50149910200037,5.19654529502041,3.93368584546882,4.86798008216259,4.13420536741153,3.99709457980399,4.05844422226725,3.92150295671944,4.98369349847813,3.58371407995951,3.91468556941111,4.19726094722585,4.68014713681349,4.48391403654167,3.72957432742696,5.08482542735299,4.47641354274545
"CCL21",7.03413602392467,7.62162130353157,7.08370657410908,7.03602853677546,6.97182800705538,7.24080973975767,7.28774526953348,7.50946451815865,6.62776491576043,7.71361821267916,6.43619963825385,6.40547465176981,6.38855773741748,6.57833148895446,6.77163545562112,6.59761034188107,7.09335598714417,6.2900115658017,6.20586538565537,7.08483374257884,6.98034824378677,7.2727415833675,6.46936436734336,6.74002777608832,6.69223102158886,6.42605347641405,7.54305799649719,6.74245134634358,6.4282858453003,7.09823609823572,6.28115927387624,6.58513684730013,6.48772071034189,6.80487068695569,6.27452336594715,7.5297893565448,7.83207123349177,6.89603121901083,7.60540056352848,6.11852955518905,6.44137455928889,7.28178073599276,6.40035474426306
"BMP6",5.85007053792222,5.48733553883857,5.32877899996163,7.41806439974113,7.23694134619338,5.62938819059197,5.98947882745859,6.2320940616091,6.32297222208807,6.73393984648844,5.13982119740367,4.97301300034675,5.04134582307307,4.84802308336327,5.53824469874223,5.31987123994848,5.44372064113229,4.86145135379915,4.90767249481344,5.34860513713229,5.46063091672425,5.25748495859803,5.80926193071201,5.87697051833453,5.19495459430996,5.08784136140036,5.01958998180821,5.45694653776896,5.37459697184934,5.55911024950071,5.50321738144774,7.27230349917343,6.24229416510588,5.40129228748584,6.0211178350002,5.41168983772773,5.41962396476666,5.53904609935967,5.77958496387027,5.61378839018857,4.9731075309765,4.91142236058155,5.36943938542148
"SYK",5.29089448742189,5.74001384163342,5.56298638219232,5.56270116288581,5.82100071855676,6.08973741941588,5.78868656364072,5.74842665580991,6.61247495505645,5.44898039851927,7.42266044642577,6.38413642710468,6.68411347464198,8.61381167674012,6.74803873672891,6.87316821533971,6.15284768557124,7.26816847094821,6.16475328188439,5.55296169640578,5.85908031646855,5.94520241231436,6.20962915531724,7.4296787906281,6.96366046611308,6.00244824565371,6.24049235312727,6.38831907687977,6.03554073908885,5.9582464831197,6.16265087569966,5.58028298729215,5.04760285836929,5.70873910587093,5.9612428797488,5.56780649753121,5.32481528178658,5.59583245180953,5.31676172411457,6.00265881706843,6.40717487162337,5.41574570216815,6.30173934778952
"TFDP1",6.81980888597648,6.49042820217226,6.31685971756107,7.24715291775711,6.55576838521242,6.49316571517496,6.17741301425743,7.17916906430498,7.70955436729713,7.05335893224203,6.57581685101639,6.46083421579935,7.66941956014515,8.28523421932353,6.68004356732941,7.49497260523756,7.44359868389094,7.56613334783498,6.95597973761766,6.50192279543943,6.78892437270748,6.74136224345309,6.46388865688133,6.65871637947685,6.17838192703579,7.45648198218228,6.56712145906016,6.74868844185738,6.55961832956103,6.69931818732045,7.48072824988191,6.73210505525798,5.95311110975929,6.31314357770298,6.81221378231621,6.08243809020082,6.0217483368563,6.84888492046413,6.73709433849218,7.3073277270008,6.51249718907486,6.76749099562131,6.81342304012596
"TK1",6.98604146507448,7.19547348139726,6.96757726822026,6.63413416031639,6.96367241358496,6.96286336320071,7.08570917697737,6.8710956144617,6.84062925374157,6.77664962945715,8.0354425874522,7.42221700523355,8.28255928349526,7.94635932122185,7.69209451949705,8.273955689546,8.04236527235457,8.33292279374053,7.06653140443274,7.08158640907589,7.02388012835214,7.46865787337252,7.7373722771624,7.67662906624439,7.37164880285381,7.2147443306684,7.16173991273254,7.64482805974602,6.9793572773998,7.33997666595312,7.95314809262796,7.14147435749604,6.78571145024516,7.19314473055589,7.40910897091546,7.64189274156351,6.93677030551189,6.93044056451042,6.78490852639895,7.67672946605194,7.38049279223782,6.51765370694869,7.38354486832
"UBE2H",6.803308230173,6.73151561891311,6.56007187897899,7.20231119539472,6.71381797929978,6.60626377725039,6.59860797503536,6.53349502656716,7.79743931362398,7.32469686423889,7.83453189965163,7.67411800801255,9.41156418678926,8.24136556129483,7.35647654022372,8.22503515599031,7.90478711881165,7.98699287557738,7.23727342381227,6.72099668143688,7.11052129218441,7.43599574697528,7.36629933407879,7.16911325924198,8.26697052070265,7.22775559440039,7.00661250719034,7.4553265510541,6.83768127545785,7.33247647290395,7.50551383020118,6.75608861640607,6.41898544997835,6.70258067414643,7.41147850853039,6.42610705935954,6.55702224687633,7.0561714824573,6.99837851802801,7.24266613825395,6.87628247435308,6.42813041160553,7.77068330266381
"UPK1B",5.83991744369828,6.12933019316907,5.9561819204842,6.38326816829181,5.89072082828607,6.17362103363626,6.09266095332544,6.48787451749377,6.37572595883081,6.30105373480181,6.63615139728397,6.07762435208594,8.32569526313423,6.47456401718423,6.12955431362783,6.25605764199834,9.27441852280896,8.53511731851743,6.25915701043897,5.94363354873519,6.22846025790579,6.42070641904683,6.70915858949924,6.2809299918982,6.18506896914044,6.66097495530932,6.09948827881933,5.93696479281547,5.95223105322759,6.90220375710151,7.02427574750232,5.92057406460401,5.97162528145035,6.21151317214832,7.00671613489902,6.25434148797893,6.1368643453435,5.89705063928937,5.85907638276572,6.05249323751621,6.7475233928483,6.27721798820612,8.4558646265073
"VIPR2",7.08712487589739,7.36413454942551,7.32140353003621,7.31464110294977,6.89687858948886,7.16896195264894,7.6192840005837,7.32183608132155,6.5548968347207,7.41576305223162,6.52057406087583,6.25293876349894,6.53302475277236,6.49903476052313,6.6081643570062,6.90560253765844,6.75726306743772,6.49891019251771,6.35808581857955,7.03309852721139,7.11097320074603,6.75785236915215,6.7262182185704,6.63859408214582,6.55768647774858,6.28489630775923,6.31332626017667,6.72115782598344,7.17204934584644,7.11296143772551,6.73261406974933,7.21735745441646,7.14635149802314,7.13351366563839,6.48027994336915,7.3315918963876,7.88030481173241,7.4105838974343,7.84149657820104,6.87256758896158,6.52209870456917,7.3755295091008,6.53035310951526
"CA12",5.29489958029637,4.80137098041074,5.00748874455576,5.43299866963284,4.91179765261641,6.02621458915514,6.44353012833215,5.0007712565146,6.99172455725675,5.08016997528906,5.38415286020133,8.43860771462493,5.43706799147805,6.53779602407578,7.70532587908718,6.61572032825727,6.91122351595138,5.27789258130275,8.90789645948491,4.83565139267751,4.99037767069436,5.25077589998522,5.4856854223391,5.3250034471765,7.49732614067598,5.33115151294038,5.74544534411781,5.51351636161451,5.15496081415103,6.57323454298404,5.05720603172233,4.88652931105458,4.83788749540633,5.26358310283173,5.13225661703174,5.56474696886549,5.34309988783488,4.70541800083493,4.90683882917132,7.35494788241572,8.12459480673453,5.1717215630532,8.09576235601556
"ZNF165",3.32918983323519,3.23405000621266,3.40572166372305,3.69849923767501,3.41369925848307,3.73349317256877,3.57637499205327,3.71960304471598,4.21202286495138,3.57227330083793,5.2432442653066,4.3776953717462,3.79640923393547,5.51661324188024,3.76435269417687,5.92390134548182,5.18917184760994,4.82217697150965,4.23179210289363,3.33088863369755,3.45814125839463,3.51865222873084,3.34367629331805,3.4103801698536,4.36056283764967,3.50282825637335,3.6387719032098,3.7307161978044,3.5383836168275,3.31713266900078,4.70796248411605,3.37362630388324,3.20943226514148,3.40618808262781,4.37962628153068,3.73923402405404,3.6260006271844,3.27361772360016,3.61400048616871,3.95899121175181,5.14021643266035,3.13373708786153,4.93762228176549
"SIKE1",4.00082008709529,4.27794464081915,4.04019868735093,4.28776729564438,4.34827154432817,3.90396052886303,4.3004587057247,4.74158639853294,4.26526149165025,4.21414980560574,5.64329308984692,5.0216571652795,5.8878780913084,4.87608083679071,4.36444287660051,5.10772284498059,5.35615698645284,5.87136664272562,4.70100671332865,4.12087810524652,4.14250918187016,4.37032608148496,4.9453856396782,4.37032608148496,5.31552720083376,4.28622008811228,4.28878858819323,4.46949414400828,4.07521808253972,4.27192041032638,5.52418060289337,4.50917606475169,4.11056007521875,4.40518398537344,4.90279616034686,4.22773462308657,3.82439797107015,4.0636351497295,4.12593913827942,4.41908028056999,4.96320967129716,4.37250817891724,4.19191952475297
"SLC25A16",5.86918788373909,5.77127449980785,5.68954846538208,5.44423203631305,5.73708324199943,5.53969599461833,5.6446509997554,5.83170157816507,5.62586127584322,5.7544681336892,6.40624123135222,6.31072669041006,6.07781996158918,6.054447435044,6.76925970910839,6.87049099237033,6.79072571552326,6.42052931172238,5.8499445202313,5.63507496139562,5.60260651884672,6.22146768342126,6.233143695444,6.32648994368039,7.00582715034268,5.91048504856823,6.11736651228583,5.89204704804241,5.7413893969988,6.03668781095793,6.43412327788002,5.87454667074516,5.64527479782847,5.65401780184694,6.24887790705014,5.66995883988596,5.64971989762364,5.60115869818012,5.77800212038941,5.81318561635343,6.45080845883182,5.68314911913515,6.39813501136313
"C1orf21",6.26850296231927,6.21261983741815,6.47381032697174,6.494741417898,6.05683332261637,6.34213530251646,6.46236332373572,6.69246332251796,5.99086676067883,6.8019100875797,5.26412586770513,5.44645912882669,5.3839923207778,5.73116616427793,5.71843691329912,5.47883717838987,5.67853850010583,5.28232119232067,5.32674642843445,6.34279309078516,6.46798818377025,5.83776685362008,6.08117773961825,5.67366894597973,5.59282247287846,5.45109496938137,5.88961011161273,5.92633297818782,6.49854196931989,6.23480596362359,5.23684953474805,6.29715699025858,6.28294916717456,6.16943481083639,5.79971546642873,6.39669686248333,6.66345161822467,6.37593081464666,6.52869582533769,6.08536979198552,5.49244793812437,6.59697456998729,5.51137227560101
"COL21A1",6.17100279604075,6.12678527714086,6.03784493863297,5.84617074738868,5.85499680513113,5.97549226113192,6.04054667785341,5.98068050241712,5.64298368313823,6.53037889433929,5.23745143879632,5.55037446926475,5.43085383857005,5.44382726573132,5.37992882644764,5.00990179597273,5.39752511035635,5.55440077318304,5.39499484507787,6.123552542653,5.66935251255189,6.2180118816215,5.61155194854643,5.71559489976709,5.26332038976381,5.58722668743965,5.94366755315822,6.06644220043863,5.86323209452594,5.19438610180288,4.90033399957121,5.85655032569267,6.70147676321208,5.63910615307735,5.24253748227125,5.99781351848679,5.55276347457032,5.65313867341138,5.90569029316408,6.03617630861652,5.59878111080371,6.24907250414764,5.14329349775524
