GAdenoma	GCarcinoma	GQuimio
31968_at	5.00658546693471	4.95349764262022	4.90155512546963
31969_i_at	3.70457720549604	3.76299163102479	3.67745403025105
31970_r_at	3.54099605462478	3.56192293014803	3.54556569512738
31971_at	5.66064837188233	5.6674247493852	5.64474011041101
31972_at	3.07567408388782	3.09973241592314	3.12115251204855
31973_at	6.35815905389775	6.42342466442526	6.31175212323203
31974_at	8.30209760954259	8.3856462592072	8.25995620505618
31976_at	3.93475602893642	3.99438956762181	3.90444336265986
31977_at	7.54898418189434	7.55342814447634	7.49528912151476
31978_at	6.33890663488439	6.47977456987104	6.37021561258525
31979_at	8.02908201192779	8.1335292672424	8.00664096719181
31980_at	6.97949746925369	6.97010109935593	6.99291317745
31981_at	7.50859404547807	7.51108035153524	7.4359661874661
31982_at	4.80010994324595	4.78081094661781	4.92156457371868
31983_at	5.69749915872771	6.01757571535173	5.66909930510397
31984_at	4.17805975466457	4.40366231212174	4.22739767611375
31985_at	4.99252004958312	5.10595190220632	4.9463186257904
31986_at	3.35517058274019	3.2068207755818	3.25800717373845
31988_at	5.54295153331237	5.55054169459867	5.59002452151386
31989_s_at	4.11996157802209	4.20364461854394	4.11487333402121
31990_at	6.92192384553663	6.97720832734048	6.99266763095199
31992_f_at	4.98169364838299	5.13396171297534	4.93682139968754
31994_at	4.9111117969515	5.00021595663773	4.85819414885238
31995_g_at	6.42297041535015	6.2195860587996	6.38796274907353
31996_at	6.75885695529562	6.90033655994699	6.81160057236465
31997_at	6.06352157276957	6.13930851163731	6.04484925169227
31998_at	4.94564287980073	5.14385068360627	4.94685710571281
31999_at	6.17232169240543	6.17141580921412	6.1140709077167
32000_g_at	7.73940404398616	7.69523044996299	7.7145591576786
32002_at	8.22423025846408	8.37471307320675	8.27547035080099
32003_at	7.45744626102187	7.46203329610171	7.42550122486853
32005_at	3.9884581170015	4.11986828888463	3.91966441788957
32006_r_at	4.70866508444305	4.68210680575613	4.72550457861566
32008_at	3.75606186861847	3.70389824702374	3.70079561380378
32009_at	5.73011380939279	5.69661705616074	5.73591196316184
32010_at	8.8502501027375	8.94791734944092	8.89000790050769
32011_g_at	6.93137043630998	6.83243412066869	6.86759099111878
32012_at	5.43921995485589	4.96634225034344	5.23186544070283
32013_at	5.31118820536575	5.34775687334382	5.33903540576737
32014_at	3.40509758378173	3.4465904178505	3.38954692365195
32015_at	4.51298396376845	4.45468214658486	4.46243675047641
32016_at	7.42143520827989	7.41774093241867	7.47475648791768
32017_at	4.5397081240722	4.52585559771618	4.50619757701519
32018_at	3.78631222072716	3.92082710374074	3.87016374563633
32020_at	3.16899556352321	3.29254808463511	3.1100322166822
32022_at	3.94497505424697	4.02872294469629	3.9379088635952
32023_at	4.97130786830826	4.76166884214139	4.83879673496113
32024_at	3.88699769092436	3.86540413191732	3.8670555543873
32027_at	3.39955026262087	3.54858436779291	3.50179577415213
32043_at	5.56002118486789	6.19488563912122	5.60156538043932
32048_at	7.59376658877864	7.47331119923652	7.48821695821786
32049_f_at	3.37512543610032	3.27825087763509	3.2465505066757
32050_r_at	4.94918568071906	4.89111443084281	4.89054137364302
32054_at	5.46229307135934	5.65784628746357	5.50185484779473
32055_g_at	4.80134746401737	5.12210312282524	4.94757540685977
32056_at	6.11084666212076	5.74080791007172	5.89526409268152
32062_at	6.88066228357353	7.0263294034803	6.80907377444965
32070_at	6.85319864883455	6.98426833387114	7.06269876939256
32077_s_at	7.00432452017634	7.17610596542664	7.08325878135465
32081_at	4.31289174369306	5.05655621887256	4.43058758450921
32089_at	4.23644795727637	3.72597340590416	3.4677071540554
32090_at	5.04976556175566	5.46212711686848	5.25099601199947
32093_at	5.17529633364393	5.13178907781535	5.11582473916114
32095_at	7.1118061394228	7.2259466129577	7.08953870243084
321_at	5.44945558161699	5.57675665648728	5.29380708386351
32100_r_at	9.98945183859168	9.94099422716983	10.0610766933464
32101_at	7.63818403455484	7.69501041386763	7.65567440658639
32103_at	7.58580987981675	7.63843050845608	7.5832325525373
32105_f_at	7.79714811447044	7.7930500354768	7.82804856029193
32106_at	7.46964318650185	7.45220907854234	7.46021629595381
32110_at	4.74142749877332	4.76236320023083	4.66566616169268
32113_at	5.41337075501096	5.80197179802379	5.45589931185572
32114_s_at	6.11814905256375	6.19537139426992	6.08848405934861
32115_r_at	9.25112649931279	9.17631211637593	9.33839724668249
32120_at	4.78846654734425	5.71223424886912	4.94612204787815
32121_at	6.25478726416148	6.19289152338051	6.2805940168612
32126_at	3.78494451551818	3.46126845574306	3.87584720876098
32128_at	4.34032143946891	4.95462678914289	5.07140372615792
32136_r_at	2.90732891378093	2.97160454277447	2.85457158531902
32141_at	5.6320356265459	5.46359832824593	5.55203266170355
32147_at	3.77278299946921	3.88578348691654	3.77884912742001
32149_at	3.28573680403318	3.50284517447123	3.32640090124598
32152_at	5.9412602407967	5.93580403734802	5.89830102610005
32155_at	5.63789039520027	5.64922226074273	5.58165700997772
32162_r_at	8.37843154807424	8.29058325719672	8.46179314237247
32176_at	8.51384400807198	8.04047244996982	8.17096798741929
32181_at	8.64422020036755	8.73267182928367	8.60175923084081
32188_at	4.74114113194893	4.90434841830703	4.65342307214522
32189_g_at	7.61171681909313	7.68837793254694	7.58773326816901
32190_at	7.21238247534381	7.6824850028599	7.35161057154722
32199_at	3.18389039734425	3.23610302642761	3.21469766172133
322_at	5.77964719977019	6.04132973953268	5.87977997830283
32200_at	3.9872445254885	4.52293558105163	3.92923182173356
32204_at	8.05429166782246	8.0761750669838	8.08586470366013
32213_at	6.29219849408728	6.72234561366746	6.34522765868603
32231_at	5.97316975422403	6.02353088015069	5.91223446824292
32252_at	4.87366263150504	4.93052516420816	4.92719249004315
32263_at	5.1543232770505	6.78466742441107	5.45170417542927
32264_at	7.4540756133326	7.54973980365717	7.51279251978045
32265_at	6.58727403787915	6.39041028939081	6.55588847733789
32266_at	4.10155881998411	4.03710576429413	3.91144754334751
32267_at	5.05650257195291	4.83762843625455	4.93834553468271
32268_at	4.58397280828918	4.77571795168578	4.61031417862943
32270_g_at	5.5122615186199	5.79822700103272	5.56526017561979
32273_at	4.18436419272795	4.04672619332379	4.08162511726461
32274_r_at	9.50572006846191	9.53049244957116	9.78098212775596
32277_at	3.90455625824732	3.83054396375805	3.8817655806343
32278_at	4.55607631325482	4.68661505756642	4.48039800032851
32279_at	5.35256051941237	5.36439141700472	5.29900360528202
32280_at	3.02973726233094	3.05791498301887	2.98187438373587
32281_at	6.02685857552144	6.01580439829072	5.96696949049503
32282_at	7.79608856193312	7.81537574962293	7.7559583711735
32283_at	6.42220880924117	6.36505830130211	6.47410536635403
32284_at	5.99062600254507	6.02159377159569	5.92907667011673
32285_g_at	5.51352220280838	5.55691437240816	5.44150631287761
32286_at	7.44822258603842	7.51905614783926	7.46168059570613
32289_at	5.37929377565103	5.64810304268359	5.22294118109145
32291_at	4.47516785883287	4.55554275240267	4.37540011065796
32292_at	4.60502917211435	4.6933776739257	4.56895122928652
32293_at	5.21260925166494	4.36657952530622	4.56756979839764
32294_g_at	4.37404177304608	3.78549173191983	4.03167052906472
32295_at	7.32384350209467	7.32204670054502	7.2866804175732
32296_at	5.13050536986447	5.23640149358669	5.0964989480337
32297_s_at	4.59409622630704	4.85793153173094	4.82286662128809
32298_at	3.23188284412374	3.39875616195715	3.14684710618193
32299_at	3.91212307559311	3.92626807633772	3.97501194955759
323_at	8.17371812454415	8.09336473761783	8.08356103826323
32300_s_at	5.61677958243347	5.7633704112766	5.6347350818355
32301_at	5.04095217490667	5.1704903906251	5.10688241465195
32302_g_at	4.80183829217432	4.75392477329382	4.77000509809326
32303_at	6.78942650046402	6.64163521401128	6.72084563642327
32304_at	5.25233192726173	5.45070327548303	5.34767743140006
32308_r_at	3.64083186369064	3.79386018250354	3.60927657876545
32309_at	3.36409867211987	3.39686336428892	3.320516982311
32311_r_at	5.32008162869985	5.47916596861897	5.35513825478215
32312_at	6.50700372984551	6.29396619478363	6.30630307755488
32319_at	7.52722161181277	7.58312291124593	7.50215223960016
32320_at	5.87620652649417	5.94149612396491	6.04349473859706
32322_at	5.57940665247897	5.52078900972572	5.53841408251555
32323_at	5.93126891779682	5.83964315318586	5.95868657470341
32325_at	5.88139650899056	5.54515778831458	5.74784109970485
32327_at	6.33372329930561	6.25053824815618	6.24296555361623
32328_at	5.35208760181242	5.36864222592156	5.33370189675046
32331_at	6.15338039458968	6.71353313925142	6.30602887452207
32333_at	5.72267019801907	5.64009208962506	5.70708373834493
32339_at	6.7051916336371	6.72742689226618	6.64829869833658
32342_at	6.29053860282922	6.40373425076134	6.37668830737391
32343_at	4.30593598043863	4.6676099931516	4.42013719277664
32344_r_at	3.03125676428661	3.14645235900248	3.05733877754307
32345_at	4.32564138643429	4.1934188858765	4.33785386045398
32347_at	6.59855067003902	6.6928621537957	6.61216136854036
32348_at	4.26538065957475	4.23622071937443	4.25422277905935
32349_at	6.36361202242929	6.42168818022927	6.4368120797906
32351_at	6.14181309595949	6.25698132491038	6.16415357082556
32353_at	5.909705561527	5.86475597524692	5.79779429740358
32354_at	5.11663012948067	5.22352305537067	5.06403784446059
32356_at	5.76883739460418	5.80251067430255	5.82624873370115
32357_at	5.81312943481354	5.9143253321122	5.87320781061863
32359_at	5.21013724326176	5.00954333371023	4.97645066626863
32360_s_at	6.73452001268637	6.74504907770147	6.68287237293274
32361_s_at	6.33125977031113	6.42363749216134	6.25203926979319
32364_at	5.69067087095876	5.83883224248575	5.70536442474878
32365_at	3.4270165416651	3.51454944775752	3.34943671772944
32366_at	5.84746103786088	5.96072400068072	5.86034083059626
32367_at	5.01871141629094	4.99101779565894	5.08184187088084
32368_at	3.40449203362756	3.53885018762062	3.37458912177771
32369_at	4.68263979999727	4.98652834373265	4.79027034656389
32371_at	4.11416070358147	3.74211323126183	3.95733761101779
32373_at	4.07716189995323	4.10679982498174	4.09457963598632
32374_at	6.14802910290052	6.13914975992123	6.19567498548656
32375_at	6.94900300058269	6.93072351784167	7.0059942158115
32376_at	5.55405476612508	5.90855051151236	5.55266030340074
32377_at	4.08781874835373	4.14558062854031	4.13483967635737
32379_f_at	5.93465491429019	6.11693248211902	5.97859742972975
32380_at	6.19758068711784	6.38098154418177	6.20853691121185
32381_at	3.52513940008388	3.57085515660354	3.4724896555986
32382_at	6.16303547520175	7.1075933152311	6.3806232131066
32383_at	4.80582725496715	4.84569334581142	4.84916130411508
32384_g_at	5.65260720804177	5.68670976016854	5.66950301770013
32386_at	4.58963388616017	4.54793921256729	4.58347474979085
32387_at	7.21379342306619	7.34233561214055	7.20442090802575
32390_at	5.76125998284449	5.8125435025769	5.74634651291181
32391_g_at	5.32174918964196	5.42963466686847	5.28870300609496
32392_s_at	4.28812065983611	4.79386705902684	4.21782624454242
32396_f_at	6.69946601871959	6.6431856131485	6.63629958849927
32397_r_at	6.65577707182502	6.8714422159019	6.62306870699302
32398_s_at	4.86477571893946	5.24818564540031	4.95088723422044
32399_at	4.61119003693018	4.762382573497	4.55457693058082
32400_at	6.32977296185977	6.29187318170236	6.27839378243674
32403_at	5.22801631711109	5.24028565438334	5.21283873990383
32404_at	3.89969957571199	3.95003458989043	3.96502279844373
32407_f_at	7.99254999133467	8.1097955995121	7.99128686353566
32409_at	7.82538394859325	7.83745886209246	7.80888678341085
32410_at	8.12342180133692	8.06456267411664	8.20142580012915
32411_at	3.5198692980923	3.60140036805389	3.47659816927704
32413_at	4.45127211671772	4.53603117752255	4.48172349802576
32414_at	3.96177349993287	4.00400959269443	3.92876496689581
32415_at	3.68264185920756	3.71139107813484	3.63818574009504
32416_at	5.01019716341232	5.10639036160097	5.02629587374836
32417_at	4.26567634861515	4.24910094472327	4.23019866542871
32418_at	6.08910832558378	6.09189461054317	6.10975888070602
32419_at	3.70460593570011	3.63038443744491	3.62886559699403
32420_at	6.34028809498001	6.27027569607596	6.36342340851238
32421_at	2.74462786747982	2.81767120419078	2.7240141071995
32422_at	7.1356230101933	7.25177779212701	7.17835228989596
32423_at	7.15153743633651	7.23633316759831	7.13787545054568
32424_at	7.24756172686624	7.22452844506275	7.24379158865473
32425_at	6.91388515868472	6.98691133359306	6.85569313310241
32426_f_at	4.4773301668588	5.00436779859046	4.75422984748267
32427_at	6.51701525279298	6.32181445140604	6.3644666602965
32428_at	5.33504809856615	5.44101756217111	5.420061035157
32430_at	8.12778285700424	8.09687298297901	8.15194033102005
32431_at	5.88353049823459	5.95182115708956	5.82559165022838
32439_at	5.51451818478242	5.44999301737045	5.42696435312496
32442_at	5.22379328500063	5.08769850412593	5.13800867086718
32446_at	5.36398296042328	5.36771983119969	5.35980082205262
32447_at	7.86946036685279	7.50750946041062	7.7199426672272
32448_at	7.16029977554251	7.19486750379608	7.19035693157462
32449_at	6.04070855297032	6.19641158753923	6.06055556791608
32451_at	3.68471093893229	3.68879724453766	3.71398815233001
32452_at	7.48003810630278	7.35042570401784	7.46654549322438
32453_at	6.31644597364671	6.3426735886251	6.27355516584489
32454_at	4.54048754124105	4.20603874021335	4.32344046938732
32456_s_at	5.65946422337573	5.84456287148563	5.77146503166641
32457_f_at	6.7555202240883	6.60453112106213	6.75706508464458
32458_f_at	6.97655544951725	6.88465860800505	7.06111889699038
32459_at	7.09673762104895	7.09433867188199	7.092426452174
32460_at	5.88201192472846	5.84615228452449	5.82982863324986
32461_f_at	4.18262247092802	4.28754806732555	4.14888216938817
32462_s_at	5.41776499184866	5.44676471003068	5.3636229665505
32463_at	6.81700024946373	6.89627127319934	6.81912207421347
32464_at	6.42479208691259	6.87314557224289	6.41022753906212
32465_at	5.85747605375058	5.91557057467751	5.80756593277674
32467_at	6.23017826491135	6.22493346506837	6.19201389984971
32468_f_at	8.03050852993411	8.13174624056	8.04305569775349
32469_at	3.8296285278608	3.99287826592005	3.80804609729341
32470_at	3.35571379238656	3.46519798228783	3.35239730259807
32471_at	3.0054245012796	3.07388222186513	3.00303594025428
32472_at	6.0239734508876	6.01371318097043	6.00037969003966
32473_at	4.4128022935263	4.48274983181178	4.37186279642933
32475_at	4.18481108078417	4.350394139504	4.21177419464479
32476_at	4.15507995542819	4.18092565359737	4.15019657383395
32477_at	5.35694869478504	5.49242223327872	5.27953687350635
32479_at	5.31817207987397	5.57234412169839	5.41448264345046
32480_at	7.92483699441128	7.51753155820418	7.64073144206138
32481_at	5.90074131551838	6.02716162006114	5.87995988824361
32482_at	6.5864632131182	6.62272438373936	6.60431486130173
32483_at	6.10784121896294	6.09067450482673	6.05252582987656
32485_at	6.43414439200384	6.70908539104362	6.42626147727988
32489_at	4.419132069379	4.44277466918488	4.40668210157057
32490_at	6.00239633891401	6.07953231976881	5.98638264437563
32491_at	5.38984588445724	5.45998988855748	5.34424254054319
32492_g_at	6.49766836713418	6.50296086471208	6.47236481384655
32493_at	5.46872016993458	5.51173034788947	5.46410512671518
32494_at	5.88183127945637	5.96171152954159	5.88995005939301
32495_at	6.55848341094848	6.61278906576361	6.52843552481569
32496_at	5.77645788551189	5.83450755588331	5.75171246831255
32497_s_at	7.62147596657815	7.77395598462577	7.66206287061492
32498_at	8.227495365857	8.22033389890648	8.20345657044251
32499_at	7.79731574601952	7.84664807268768	7.79189140761687
325_s_at	4.18000959085389	4.24247864542842	4.2433396142206
32500_at	3.00530738065633	3.05376334220591	2.99135024820277
32501_at	4.93477945427594	4.44756442358312	4.82697611669155
32503_at	5.0749560944249	5.06616936906262	5.0300734963716
32505_at	6.83478209951479	7.00213650198163	6.85222112892942
32507_at	5.97079808733127	6.01494668911112	5.97139039208933
32512_at	4.18876244480315	3.99970901759255	4.05751899591956
32513_at	6.49963269351997	6.39208975707073	6.47505715685508
32515_s_at	6.379261034618	6.44897460742979	6.37961246379564
32516_at	5.10529680501408	4.94058719299064	4.99639741374794
32519_at	7.18633874427455	7.20546330828703	7.14294849675079
32520_at	6.3828846697521	6.49816868661173	6.29406536374305
32522_f_at	7.20978817860476	7.19166336518468	7.17094491861736
32524_s_at	6.08154985888357	6.10972539901141	6.18211874721701
32525_r_at	9.87220077667062	9.83458093833445	9.84668861588665
32532_at	5.94570902701384	6.09554548175697	6.03119338753853
32534_f_at	6.22724603158043	6.29976658896709	6.16620564350395
32537_at	4.47786846361992	4.50398127447817	4.45526133021669
32549_at	4.85117432704348	4.92309493494943	4.89685631636994
32550_r_at	8.40799311921888	8.50940457132066	8.52883258087221
32555_at	5.79149271997479	5.56865601523632	5.67255573625189
32557_at	7.82701791618168	7.81098933006586	7.79012876094688
32560_s_at	7.97588038637743	7.9814983601525	7.95831331709929
32567_at	9.04486927439139	8.73636846495018	8.84182494580868
32568_at	4.87303966858484	5.53467605409769	5.06135013040526
32570_at	5.17739620927073	5.38560547023366	5.23601559224633
32580_at	7.6128370441396	7.55463763988376	7.54557736345727
32581_at	4.42073217391787	4.43438042666839	4.44904992653554
32596_at	3.57319458050179	3.57289630838136	3.50367297708551
32600_at	6.30263604637229	6.30342633154638	6.2299265100914
32601_s_at	6.85232829635763	6.86213599364374	6.86868900358415
32603_at	4.0554347489307	4.05593894405882	4.03207432266464
32604_s_at	6.11725440811207	6.03115494441777	6.00420859352088
32605_r_at	2.8979645987689	2.81958489297899	2.90666060097239
32613_at	4.70912675110494	4.80526795856973	4.69522576530214
32614_at	6.07998418504155	6.07158414612507	6.04206136073388
32617_at	5.12765753843955	5.83565332408084	5.2561295762921
32619_at	5.220543234043	5.34316906387962	5.28911591757958
32620_at	7.01484484993072	7.01168270988817	7.01138709472277
32622_at	8.31426528249437	8.57315631732829	8.45127661809142
32630_f_at	5.02053681271157	5.26866450718724	5.05266464772265
32631_at	5.98292875311456	6.08177513792767	5.93817669931782
32633_at	5.85606356678013	6.05899654820371	5.83290460147184
32634_s_at	6.64702117000328	7.16984828400714	6.75543702272333
32637_r_at	2.86542455822498	2.90765777573517	2.82936646142277
32642_at	6.53214561747875	6.48612440184197	6.49609020970654
32645_at	4.47259280006054	4.74880465760505	4.54855394268815
32646_at	8.67073275569562	8.62416585037933	8.55912773186306
32650_at	6.22033800771414	6.26176592712447	6.24789462725063
32651_at	5.98124262561224	5.90728304348856	6.0367947367071
32652_g_at	5.78514496467129	5.83545459931744	5.80230855012091
32653_at	7.36819855227958	7.08355178362839	7.22340241903263
32663_at	3.07385112878817	3.13979355335551	3.09666241565824
32671_at	5.93493656099117	6.04417439085323	5.9823250129589
32677_at	6.71313370045885	6.67626404086323	6.78873085539
32678_at	5.12229241531181	5.17329092473533	5.06336719255966
32680_at	5.1368201176177	5.22652216589692	5.2447399831532
32682_at	3.11235641165548	3.18028047764445	3.09264437444536
32684_at	4.98029489342041	4.88322677675834	4.84309973486297
32686_at	4.03667576322303	4.50215889322979	4.13048953775857
32687_s_at	5.88364711314088	6.33116597351766	5.96095227784335
32688_at	3.1021861139555	3.21456537620764	3.10707789091875
32689_s_at	6.30041339294763	6.47274718734568	6.41866862985279
32690_s_at	5.32761532343846	5.32830651354216	5.26800669593721
32692_at	3.57354010682372	3.5663004230088	3.47653432012386
32694_at	6.77281278232891	6.4537983838801	6.67036059257539
32698_at	6.33625638362734	6.47048381483698	6.36832728811535
32699_s_at	6.95818448993434	7.06754809130693	6.90415376107777
32701_at	9.59941805397687	9.57062994044234	9.51865725134712
32702_at	7.49706105645213	8.04091721144683	7.60019634036036
32703_at	5.41462760826166	5.85263616447783	5.38914678266367
32705_at	7.33018280736157	7.26103758962461	7.26165671356276
32707_at	3.81513274723692	3.58718460354873	3.68875385156199
32711_g_at	3.65456641235016	3.6765784820128	3.55021110101192
32712_at	3.35006830749857	3.4962409534729	3.28665858884323
32714_s_at	5.07019071377229	5.2433885679578	5.20459106330826
32719_at	5.03206290081483	5.27279149433311	5.05628513663661
32722_at	4.52908650717558	4.72409668286152	4.49069816315331
32727_at	7.30842489196086	7.22970767270472	7.24370519524704
32728_at	6.80793259510849	6.5391496698471	6.61432026108173
32732_at	4.85330334974421	4.6721789512174	4.78303910136288
32737_at	5.86358701089139	6.18618978211067	6.022236773391
32742_s_at	5.24582849696801	5.37830418558999	5.28182586971934
32754_at	6.97154706467334	6.83148259530355	6.93970716161715
32759_at	5.39113539965502	5.5245214064621	5.42887183899803
32760_at	4.35379418031448	4.40594817265396	4.3378774790436
32763_r_at	3.43778928868872	3.56431360412844	3.43133581631667
32771_at	3.36412269467353	3.47143178047007	3.41300274774725
32772_s_at	4.84608746953605	5.12119792454384	4.81789525084881
32782_r_at	2.99766075104791	2.74376973405024	2.85469644383045
32783_at	7.46724453969116	7.82820396332932	7.70250860417825
32794_g_at	7.87013345324939	8.19684543981452	8.20627998997182
32795_at	6.04244592908633	6.11706783339303	6.14482073644745
32796_f_at	5.37711245208553	6.13281301638907	5.8597759166632
32797_at	4.41330034705843	4.46378374616815	4.36816505220673
328_at	3.41032220297068	3.59308375716868	3.41817196389328
32812_at	4.77676576184904	4.00085883766625	4.4412779166085
32813_s_at	6.84012497389217	6.94620651839806	6.81087840328183
32817_at	5.96772301108081	6.26018953773849	5.98083569635694
32828_at	7.21172353610307	7.3736599974502	7.17674248583698
32839_at	5.94235078428174	6.20668597061676	5.93775667652093
32840_at	6.00346996573669	6.08928919704936	6.02444016976239
32861_s_at	3.54551355073627	3.69800291034744	3.57105021398765
32862_at	5.20123216649958	5.25774410052167	5.25798746254313
32864_at	4.35799109608961	4.47400969981052	4.41427279140846
32865_at	3.57976282163391	3.59164905661275	3.6038462088062
32867_at	4.63014304138813	4.73285731439704	4.58639757789382
32868_at	6.72178759939033	6.86738487262068	6.74660035791023
32873_at	4.49450629708025	4.11025481208473	4.4783437685617
32875_at	6.36496540568512	6.37849420521504	6.40480628309112
32876_s_at	5.78873856213819	5.88386873861439	5.7745217453094
32877_i_at	8.69337502183651	8.72976546989039	8.66700388999248
32879_at	6.90331612581602	7.15988286727562	6.97997719692518
32880_at	6.42785790887862	7.43616153274095	6.77394868457469
32881_at	6.82412032064547	6.97740435615666	6.88259581106404
32882_at	6.29078849909406	6.41735305638722	6.27701218395099
32884_at	6.36079674146896	6.31079391166781	6.34760979741504
32885_f_at	5.54795510206004	5.60320215620111	5.62582528287143
32886_at	6.86613410637018	6.97663711703178	6.85061727798021
32887_at	6.48619262505879	6.5507095707687	6.52953279151539
32888_at	7.03015024739812	7.13166219757336	7.04064727753531
32890_at	3.57299109559777	3.59779277974895	3.53865088365957
32891_at	4.88503612191576	5.01284365044231	4.86012350881406
32892_at	6.77491626782154	6.64003367594911	6.65846436687698
32893_s_at	7.33199160419646	7.62911567029535	7.593843642209
32894_at	7.69767531364399	7.66063825961254	7.7489698908586
32895_f_at	7.54340596956089	7.49366970900623	7.5041663491997
32896_at	2.89576110609134	2.93165122676564	2.91045482657276
32897_at	8.51001135474179	8.49270686288672	8.55188738438092
32898_at	6.62959669789844	6.70051873753747	6.60221573889229
32899_s_at	4.80731906430692	4.68312710445683	4.66021836371884
32900_at	7.93643681600792	7.94442311506296	7.89156005704311
32902_at	6.65672215683295	6.61442829394802	6.73027232552327
32903_at	3.95758215741524	4.14344281310137	3.97182112550644
32904_at	8.06752419686443	8.19696305685286	8.14750200859136
32905_s_at	6.46185051391934	6.88727592246638	7.21150606801244
32906_at	4.59889860685382	4.85273527263789	4.81158682705716
32907_at	7.0938067712061	7.2045409939681	7.13726500048829
32908_at	6.45682542296864	6.44420551018179	6.44647585364827
32910_at	3.81059925287603	3.93221650570469	3.78433007764129
32911_s_at	3.66062952108299	3.70306189277747	3.63822629474784
32912_at	5.02998062326458	5.10770546414177	5.06754287538196
32913_i_at	6.37809121497964	6.38129780783358	6.27348687545034
32915_at	7.88913002865511	7.85615647260121	7.8711646790812
32916_at	4.74229170227378	5.04016350540607	4.83073469163425
32917_at	4.4862064299333	4.52244193846716	4.39935959626407
32918_at	7.66116390631163	7.56058336819127	7.65714921997899
32920_at	6.38668105797307	6.43593342135169	6.38664253583058
32922_at	4.74588512863522	4.83142449707463	4.77471634845922
32923_r_at	11.1972726895422	11.2413801864795	11.2227468067134
32924_at	7.5615367415445	7.57357835625708	7.58460554114221
32925_at	5.56679074593401	5.7515309584199	5.6628183423368
32927_at	3.52021191805438	3.68866363491158	3.50303728791127
32928_at	5.92186303933666	6.26392395065224	5.96703507796736
32929_at	7.2182791287373	7.28241178280171	7.26531421270946
32930_f_at	4.00058470453636	3.82512468812325	3.96761621540205
32931_at	5.09139146898383	5.00802018551344	4.93638716816207
32933_r_at	8.65023757422129	8.64036897328165	8.64478975473041
32934_i_at	3.66998434591395	3.53856610478244	3.49422703159427
32935_at	3.3670377688869	3.49661205824001	3.34222410588475
32936_at	4.58501893471136	4.7426304274965	4.60606237211934
32937_at	4.64192056355368	4.64591670604402	4.60435388066723
32938_at	3.92665168815845	4.05410694543677	3.96270313059018
32939_g_at	5.46211053609425	5.55965586211571	5.45412863042699
32941_at	6.70291022408807	6.97323875444493	6.82845633538932
32942_at	4.44845464193499	4.55058724490516	4.48734728056509
32943_at	6.45873904456194	6.69697781260034	6.47536801490301
32944_at	4.56106677625208	4.40758001562384	4.55126921830288
32945_i_at	3.09060755290776	3.2097713472258	3.0438517454241
32946_r_at	2.78735900326691	2.81865753735701	2.69603653304505
32947_at	4.00485564054946	4.01132780202498	3.96946299896827
32948_at	2.6597883011164	2.87401690321212	2.72444155093297
32949_at	5.98461107628876	6.153023756936	5.97517768107619
32950_at	4.066324627502	4.08228658360261	4.05499917955155
32951_g_at	5.41379962724526	5.4407395506259	5.43155830382169
32952_at	5.71860896234692	5.84151124317401	5.74899298734361
32953_at	8.3113010614647	8.35970913501262	8.37918532550162
32956_at	7.70405489495652	7.63897471936176	7.70097209871105
32957_g_at	6.40567120353958	6.51114036425404	6.43052182984078
32958_at	4.59608499836934	4.74188282175055	4.67620335238954
32960_at	8.63321441645493	8.55427512041043	8.53866152078373
32964_at	6.45971545107085	6.57858734155183	6.57972150691322
32965_f_at	7.43521307677685	7.52783294331554	7.49463353534296
32966_at	5.81428116897558	5.90853937384941	5.75159731767256
32967_at	7.40804175168489	7.58653073574774	7.44675676264057
32968_s_at	5.8325073812588	5.86561398463563	5.9159290353505
32969_r_at	7.93141138865345	8.19582865379506	7.94852888851279
32970_f_at	6.47760550958645	6.41604488318577	6.38537787718175
32972_at	3.37204236834878	3.41466009709272	3.32011186153053
32973_s_at	7.280330155437	7.20676858739578	7.30272986937762
32974_at	5.46423392221846	5.63130978396236	5.40154988004381
32975_g_at	8.38272659313622	8.46525795295067	8.27002491735651
32976_s_at	3.66259161430143	3.46151267832875	3.4887360822772
32977_at	7.36490056435182	7.28714963448592	7.3671339622961
32978_g_at	5.13858083828338	5.1863091643562	5.12983828658603
32979_at	4.92969057911795	4.71139708309674	4.78688035367988
32981_at	5.77147311761923	5.83048859649865	5.84222364781365
32982_at	2.86454268639635	2.99379376277196	2.77007493569331
32983_at	7.19693105011214	7.32217347676828	7.21265463141357
32984_s_at	7.04409416641083	7.04128325186966	7.11788143081505
32986_s_at	5.10259350237796	5.10569200284666	5.0391066871397
32987_at	5.41568953336703	5.72772671110461	5.49594194081196
32988_at	7.50535303967412	7.64238115447867	7.5408236689114
32989_at	6.10126701723681	6.24291223565807	6.13489855231286
32990_at	7.14300406584426	7.21905097363178	7.16891398918825
32991_f_at	6.77952656242092	6.83573954814256	6.84597058597417
32992_at	2.82783655484929	2.8772589755886	2.80323613555476
32993_s_at	8.73052110707926	8.6405356304085	8.68965449727016
32994_at	4.59435146294131	4.59724780193974	4.59118367883131
32995_at	4.20956884080354	4.28061108358116	4.28976230278428
32996_g_at	7.59356017854559	7.63244483648596	7.56494015165166
32997_at	4.88728596639488	5.0152006113723	4.93215853580072
32998_at	7.56109466644187	7.49533630082956	7.60825470471529
32999_at	4.48793762372224	4.66084704543736	4.51529514717708
33000_at	4.25864347879617	4.33639615045006	4.32127618973466
